Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2022-01-23,35071.42000000,36499.00000000,34601.01000000,36244.55000000,44279.52354000,2022-01-23 23:59:59.999,1572414639.04287740,1142407,22841.39451000,811501507.03630610,0
2022-01-24,36244.55000000,37550.00000000,32917.17000000,36660.35000000,91904.75321100,2022-01-24 23:59:59.999,3192041586.10318994,1999352,46469.27293800,1615890700.84249996,0
2022-01-25,36660.35000000,37545.14000000,35701.00000000,36958.32000000,49232.40183000,2022-01-25 23:59:59.999,1799224214.49973920,1248246,24988.42876000,913198135.60368310,0
2022-01-26,36958.32000000,38919.98000000,36234.63000000,36809.34000000,69830.16036000,2022-01-26 23:59:59.999,2627491976.69085740,1584468,35240.31542000,1326474948.46322410,0
2022-01-27,36807.24000000,37234.47000000,35507.01000000,37160.10000000,53020.87934000,2022-01-27 23:59:59.999,1925920128.34366030,1308408,26750.94594000,971815942.27075550,0
2022-01-28,37160.11000000,38000.00000000,36155.01000000,37716.56000000,42154.26956000,2022-01-28 23:59:59.999,1560203931.22012810,1061101,21496.47551000,795847847.51234220,0
2022-01-29,37716.57000000,38720.74000000,37268.44000000,38166.84000000,26129.49682000,2022-01-29 23:59:59.999,989652386.99664940,816601,13292.42156000,503624477.65945300,0
2022-01-30,38166.83000000,38359.26000000,37351.63000000,37881.76000000,21430.66527000,2022-01-30 23:59:59.999,812750216.60103190,698593,10798.38460000,409620744.01694440,0
2022-01-31,37881.75000000,38744.00000000,36632.61000000,38466.90000000,36855.24580000,2022-01-31 23:59:59.999,1386754529.02954460,936014,18422.26954000,693360023.33165190,0
2022-02-01,38466.90000000,39265.20000000,38000.00000000,38694.59000000,34574.44663000,2022-02-01 23:59:59.999,1334266166.70999890,917617,17730.99304000,684446571.17936590,0
2022-02-02,38694.59000000,38855.92000000,36586.95000000,36896.36000000,35794.68130000,2022-02-02 23:59:59.999,1353093948.97760130,907905,17251.43687000,652533107.69991750,0
2022-02-03,36896.37000000,37387.00000000,36250.00000000,37311.61000000,32081.10999000,2022-02-03 23:59:59.999,1179502838.65662640,848961,16468.10233000,605530493.58165880,0
2022-02-04,37311.98000000,41772.33000000,37026.73000000,41574.25000000,64703.95874000,2022-02-04 23:59:59.999,2526572562.05828510,1380724,33053.66668000,1291953441.55899960,0
2022-02-05,41571.70000000,41913.69000000,40843.01000000,41382.59000000,32532.34372000,2022-02-05 23:59:59.999,1349805515.93003650,1006352,16566.08602000,687352854.82541980,0
2022-02-06,41382.60000000,42656.00000000,41116.56000000,42380.87000000,22405.16704000,2022-02-06 23:59:59.999,934168802.88011520,788291,11546.39088000,481652514.37183210,0
2022-02-07,42380.87000000,44500.50000000,41645.85000000,43839.99000000,51060.62006000,2022-02-07 23:59:59.999,2204523609.90339610,1473274,25457.79986000,1099936959.03964570,0
2022-02-08,43839.99000000,45492.00000000,42666.00000000,44042.99000000,64880.29387000,2022-02-08 23:59:59.999,2847485971.49773380,1653350,33004.09337000,1448178622.46600310,0
2022-02-09,44043.00000000,44799.00000000,43117.92000000,44372.72000000,34428.16729000,2022-02-09 23:59:59.999,1512500139.14309950,1066395,17115.60108000,752210712.41184210,0
2022-02-10,44372.71000000,45821.00000000,43174.01000000,43495.44000000,62357.29091000,2022-02-10 23:59:59.999,2772188373.22278300,1541483,30323.12245000,1348871895.86772030,0
2022-02-11,43495.44000000,43920.00000000,41938.51000000,42373.73000000,44975.16870000,2022-02-11 23:59:59.999,1937866768.50595330,1169354,22063.76915000,950913914.02964280,0
2022-02-12,42373.73000000,43079.49000000,41688.88000000,42217.87000000,26556.85681000,2022-02-12 23:59:59.999,1123136004.72372450,830322,12814.60322000,542061655.42919370,0
2022-02-13,42217.87000000,42760.00000000,41870.00000000,42053.66000000,17732.08113000,2022-02-13 23:59:59.999,750533311.65295650,624898,8333.13302000,352741586.05972970,0
2022-02-14,42053.65000000,42842.40000000,41550.56000000,42535.94000000,34010.13060000,2022-02-14 23:59:59.999,1436927831.44458620,867622,16912.76672000,714598651.16597500,0
2022-02-15,42535.94000000,44751.40000000,42427.03000000,44544.86000000,38095.19576000,2022-02-15 23:59:59.999,1672855933.62565900,990694,19180.32434000,842363401.21284530,0
2022-02-16,44544.85000000,44549.97000000,43307.00000000,43873.56000000,28471.87270000,2022-02-16 23:59:59.999,1250973502.30184530,823745,14106.69537000,619773473.01658720,0
2022-02-17,43873.56000000,44164.71000000,40073.21000000,40515.70000000,47245.99494000,2022-02-17 23:59:59.999,1993400162.94806680,1067658,21468.60602000,906038209.78185840,0
2022-02-18,40515.71000000,40959.88000000,39450.00000000,39974.44000000,43845.92241000,2022-02-18 23:59:59.999,1765622365.95275610,1025882,20609.06764000,829953072.41395250,0
2022-02-19,39974.45000000,40444.32000000,39639.03000000,40079.17000000,18042.05510000,2022-02-19 23:59:59.999,721960636.06466920,586653,8374.97500000,335209843.63180300,0
2022-02-20,40079.17000000,40125.44000000,38000.00000000,38386.89000000,33439.29011000,2022-02-20 23:59:59.999,1293216601.45187960,811235,15338.25392000,592897166.44915830,0
2022-02-21,38386.89000000,39494.35000000,36800.00000000,37008.16000000,62347.68496000,2022-02-21 23:59:59.999,2382027320.86176070,1352290,30617.13558000,1170272316.27587730,0
2022-02-22,37008.16000000,38429.00000000,36350.00000000,38230.33000000,53785.94589000,2022-02-22 23:59:59.999,2010628230.75491760,1212527,27322.73575000,1021948126.92530640,0
2022-02-23,38230.33000000,39249.93000000,37036.79000000,37250.01000000,43560.73200000,2022-02-23 23:59:59.999,1665486687.23993710,1030872,21449.95580000,820639942.03183170,0
2022-02-24,37250.02000000,39843.00000000,34322.28000000,38327.21000000,120476.29458000,2022-02-24 23:59:59.999,4335107392.00948810,2622780,60103.13140000,2164376869.72610720,0
2022-02-25,38328.68000000,39683.53000000,38014.37000000,39219.17000000,56574.57125000,2022-02-25 23:59:59.999,2197889580.28266900,1408558,29904.01589000,1161436657.82962850,0
2022-02-26,39219.16000000,40348.45000000,38573.18000000,39116.72000000,29361.25680000,2022-02-26 23:59:59.999,1152621719.69438010,924257,14658.93596000,575852237.98081680,0
2022-02-27,39116.73000000,39855.70000000,37000.00000000,37699.07000000,46229.44719000,2022-02-27 23:59:59.999,1780512702.88640200,1265753,21789.25080000,840141690.32935450,0
2022-02-28,37699.08000000,44225.84000000,37450.17000000,43160.00000000,73945.63858000,2022-02-28 23:59:59.999,2975160226.16898520,1931087,38543.78078000,1553136662.00345820,0
2022-03-01,43160.00000000,44949.00000000,42809.98000000,44421.20000000,61743.09873000,2022-03-01 23:59:59.999,2701611023.69431990,1866871,30937.54085000,1353520463.00847440,0
2022-03-02,44421.20000000,45400.00000000,43334.09000000,43892.98000000,57782.65081000,2022-03-02 23:59:59.999,2550792948.28862420,1653131,28624.11310000,1264172354.04562620,0
2022-03-03,43892.99000000,44101.12000000,41832.28000000,42454.00000000,50940.61021000,2022-03-03 23:59:59.999,2192152097.92518790,1289320,24438.40113000,1051969942.21123210,0
2022-03-04,42454.00000000,42527.30000000,38550.00000000,39148.66000000,61964.68498000,2022-03-04 23:59:59.999,2527001270.71946910,1465066,29322.62323000,1196441375.29618270,0
2022-03-05,39148.65000000,39613.24000000,38407.59000000,39397.96000000,30363.13341000,2022-03-05 23:59:59.999,1187689935.08799350,879727,14846.61434000,580820200.94256520,0
2022-03-06,39397.97000000,39693.87000000,38088.57000000,38420.81000000,39677.26158000,2022-03-06 23:59:59.999,1542258009.62921880,986352,19055.16367000,740741244.89651720,0
2022-03-07,38420.80000000,39547.57000000,37155.00000000,37988.00000000,63994.11559000,2022-03-07 23:59:59.999,2449362161.70153860,1456041,31641.49735000,1211103666.76717830,0
2022-03-08,37988.01000000,39362.08000000,37867.65000000,38730.63000000,55583.06638000,2022-03-08 23:59:59.999,2149652714.80434550,1271128,27964.07361000,1081516303.59409020,0
2022-03-09,38730.63000000,42594.06000000,38656.45000000,41941.71000000,67392.58799000,2022-03-09 23:59:59.999,2797240840.96074690,1570230,34598.34753000,1435303843.98738530,0
2022-03-10,41941.70000000,42039.63000000,38539.73000000,39422.00000000,71962.93154000,2022-03-10 23:59:59.999,2854310740.80767330,1512655,33804.27456000,1340241708.00120280,0
2022-03-11,39422.01000000,40236.26000000,38223.60000000,38729.57000000,59018.76420000,2022-03-11 23:59:59.999,2305825015.60108560,1252571,29148.02045000,1139093538.35246420,0
2022-03-12,38729.57000000,39486.71000000,38660.52000000,38807.36000000,24034.36432000,2022-03-12 23:59:59.999,939663387.31498930,671733,11869.94851000,464113572.60856310,0
2022-03-13,38807.35000000,39310.00000000,37578.51000000,37777.34000000,32791.82359000,2022-03-13 23:59:59.999,1268441605.18668750,841844,15150.32067000,586406176.60099370,0
2022-03-14,37777.35000000,39947.12000000,37555.00000000,39671.37000000,46945.45375000,2022-03-14 23:59:59.999,1821922588.44720660,1114899,24146.76237000,937313460.62628630,0
2022-03-15,39671.37000000,39887.61000000,38098.33000000,39280.33000000,46015.54926000,2022-03-15 23:59:59.999,1796571984.45849700,1060517,22657.90532000,885084067.98573150,0
2022-03-16,39280.33000000,41718.00000000,38828.48000000,41114.00000000,88120.76167000,2022-03-16 23:59:59.999,3552563766.36553840,2051837,44119.65664000,1779529342.31891760,0
2022-03-17,41114.01000000,41478.82000000,40500.00000000,40917.90000000,37189.38087000,2022-03-17 23:59:59.999,1521083189.71086230,935784,18580.98075000,760015585.80298390,0
2022-03-18,40917.89000000,42325.02000000,40135.04000000,41757.51000000,45408.00969000,2022-03-18 23:59:59.999,1862337033.48472110,1065054,22374.92757000,918115615.04648450,0
2022-03-19,41757.51000000,42400.00000000,41499.29000000,42201.13000000,29067.18108000,2022-03-19 23:59:59.999,1216709156.44280540,801197,14463.06148000,605480703.88597740,0
2022-03-20,42201.13000000,42296.26000000,40911.00000000,41262.11000000,30653.33468000,2022-03-20 23:59:59.999,1273880705.25024960,799695,14636.72662000,608328201.79066880,0
2022-03-21,41262.11000000,41544.22000000,40467.94000000,41002.25000000,39426.24877000,2022-03-21 23:59:59.999,1618789548.06842130,947206,19079.42652000,783366152.12001520,0
2022-03-22,41002.26000000,43361.00000000,40875.51000000,42364.13000000,59454.94294000,2022-03-22 23:59:59.999,2525975507.80119990,1367343,30215.54785000,1283334795.32526190,0
2022-03-23,42364.13000000,43025.96000000,41751.47000000,42882.76000000,40828.87039000,2022-03-23 23:59:59.999,1725787170.58239640,916671,20211.34116000,854479820.53341520,0
2022-03-24,42882.76000000,44220.89000000,42560.46000000,43991.46000000,56195.12374000,2022-03-24 23:59:59.999,2436258223.62233810,1202541,27963.10189000,1212354441.13958370,0
2022-03-25,43991.46000000,45094.14000000,43579.00000000,44313.16000000,54614.43648000,2022-03-25 23:59:59.999,2421153187.66041230,1141588,27819.34765000,1233475690.36364220,0
2022-03-26,44313.16000000,44792.99000000,44071.97000000,44511.27000000,23041.61741000,2022-03-26 23:59:59.999,1022802857.60941000,693647,11422.59021000,507079959.20991110,0
2022-03-27,44511.27000000,46999.00000000,44421.46000000,46827.76000000,41874.91071000,2022-03-27 23:59:59.999,1907019662.34414990,1135096,21674.84642000,987241345.64629310,0
2022-03-28,46827.76000000,48189.84000000,46663.56000000,47122.21000000,58949.26140000,2022-03-28 23:59:59.999,2789898402.61657610,1498975,29097.75719000,1377280753.97272760,0
2022-03-29,47122.21000000,48096.47000000,46950.85000000,47434.80000000,36772.28457000,2022-03-29 23:59:59.999,1748600385.45023520,1095678,18192.37420000,865179145.17564560,0
2022-03-30,47434.79000000,47700.22000000,46445.42000000,47067.99000000,40947.20850000,2022-03-30 23:59:59.999,1932152559.88311230,1081607,20896.43399000,985946938.56827850,0
2022-03-31,47067.99000000,47600.00000000,45200.00000000,45510.34000000,48645.12667000,2022-03-31 23:59:59.999,2262485160.56858420,1290541,22879.47328000,1064278670.64261090,0
2022-04-01,45510.35000000,46720.09000000,44200.00000000,46283.49000000,56271.06474000,2022-04-01 23:59:59.999,2556532890.87031090,1372216,28041.37621000,1274359931.84053690,0
2022-04-02,46283.49000000,47213.00000000,45620.00000000,45811.00000000,37073.53582000,2022-04-02 23:59:59.999,1721690754.43939360,1056716,18562.93079000,862197811.56889240,0
2022-04-03,45810.99000000,47444.11000000,45530.92000000,46407.35000000,33394.67794000,2022-04-03 23:59:59.999,1550999693.05080480,966563,16740.18067000,777615974.81551770,0
2022-04-04,46407.36000000,46890.71000000,45118.00000000,46580.51000000,44641.87514000,2022-04-04 23:59:59.999,2053434523.86853890,1171998,21913.04154000,1008164276.04901840,0
2022-04-05,46580.50000000,47200.00000000,45353.81000000,45497.55000000,42192.74852000,2022-04-05 23:59:59.999,1951668192.92950980,1046080,20607.57735000,953494654.45992840,0
2022-04-06,45497.54000000,45507.14000000,43121.00000000,43170.47000000,60849.32936000,2022-04-06 23:59:59.999,2700644700.89039180,1471912,29467.28381000,1307725131.19462540,0
2022-04-07,43170.47000000,43900.99000000,42727.35000000,43444.19000000,37396.54156000,2022-04-07 23:59:59.999,1623879486.66003130,999816,18567.25999000,806358703.21566620,0
2022-04-08,43444.20000000,43970.62000000,42107.14000000,42252.01000000,42375.04203000,2022-04-08 23:59:59.999,1830699971.61131170,1108136,20530.56354000,887196762.49432090,0
2022-04-09,42252.02000000,42800.00000000,42125.48000000,42753.97000000,17891.66047000,2022-04-09 23:59:59.999,759274586.61377760,640230,8910.47179000,378158044.30397130,0
2022-04-10,42753.96000000,43410.30000000,41868.00000000,42158.85000000,22771.09403000,2022-04-10 23:59:59.999,971459737.50094040,678983,10952.24952000,467438845.42218350,0
2022-04-11,42158.85000000,42414.71000000,39200.00000000,39530.45000000,63560.44721000,2022-04-11 23:59:59.999,2602039073.01504450,1385924,30543.05561000,1251713135.50000790,0
2022-04-12,39530.45000000,40699.00000000,39254.63000000,40074.94000000,57751.01778000,2022-04-12 23:59:59.999,2309514071.59387300,1153667,28344.99788000,1133659106.65571090,0
2022-04-13,40074.95000000,41561.31000000,39588.54000000,41147.79000000,41342.27254000,2022-04-13 23:59:59.999,1677171454.09107910,948061,20522.54699000,832653378.51149360,0
2022-04-14,41147.78000000,41500.00000000,39551.94000000,39942.38000000,36807.01401000,2022-04-14 23:59:59.999,1494726286.01801020,803756,17787.82129000,722216571.85938900,0
2022-04-15,39942.37000000,40870.36000000,39766.40000000,40551.90000000,24026.35739000,2022-04-15 23:59:59.999,966888436.81625090,616536,11755.54439000,473100437.47337530,0
2022-04-16,40551.90000000,40709.35000000,39991.55000000,40378.71000000,15805.44718000,2022-04-16 23:59:59.999,638275503.91410850,423446,7642.38243000,308642382.87963840,0
2022-04-17,40378.70000000,40595.67000000,39546.17000000,39678.12000000,19988.49259000,2022-04-17 23:59:59.999,803414248.98369850,590241,9578.91533000,385124871.46651260,0
2022-04-18,39678.11000000,41116.73000000,38536.51000000,40801.13000000,54243.49575000,2022-04-18 23:59:59.999,2153574975.91313360,1157741,27097.19375000,1076513006.70581750,0
2022-04-19,40801.13000000,41760.00000000,40571.00000000,41493.18000000,35788.85843000,2022-04-19 23:59:59.999,1472363265.36218780,934526,17806.81506000,732539241.88967900,0
2022-04-20,41493.19000000,42199.00000000,40820.00000000,41358.19000000,40877.35041000,2022-04-20 23:59:59.999,1697039284.08530060,1063843,20007.29623000,830754792.62366230,0
2022-04-21,41358.19000000,42976.00000000,39751.00000000,40480.01000000,59316.27657000,2022-04-21 23:59:59.999,2476061417.88725770,1515456,29413.89548000,1228429890.95735430,0
2022-04-22,40480.01000000,40795.06000000,39177.00000000,39709.18000000,46664.01960000,2022-04-22 23:59:59.999,1870172362.40225000,1043471,23248.71242000,931654706.55319750,0
2022-04-23,39709.19000000,39980.00000000,39285.00000000,39441.60000000,20291.42375000,2022-04-23 23:59:59.999,804677022.90789710,724132,10217.20484000,405193110.94368160,0
2022-04-24,39441.61000000,39940.00000000,38929.62000000,39450.13000000,26703.61186000,2022-04-24 23:59:59.999,1056336243.01986090,868183,12639.70229000,500129939.07795730,0
2022-04-25,39450.12000000,40616.00000000,38200.00000000,40426.08000000,63037.12784000,2022-04-25 23:59:59.999,2470071005.24014250,1280351,31958.39557000,1252785476.60286050,0
2022-04-26,40426.08000000,40797.31000000,37702.26000000,38112.65000000,66650.25800000,2022-04-26 23:59:59.999,2615206861.83491330,1381618,31936.94220000,1253685872.44457550,0
2022-04-27,38112.64000000,39474.72000000,37881.31000000,39235.72000000,57083.12272000,2022-04-27 23:59:59.999,2218523642.42638700,1232083,28942.08915000,1124748467.70036320,0
2022-04-28,39235.72000000,40372.63000000,38881.43000000,39742.07000000,56086.67150000,2022-04-28 23:59:59.999,2223808385.80637570,1135242,28519.46629000,1130865428.79361840,0
2022-04-29,39742.06000000,39925.25000000,38175.00000000,38596.11000000,51453.65715000,2022-04-29 23:59:59.999,2006135662.85599920,1101140,24773.60543000,966125835.49613280,0
2022-04-30,38596.11000000,38795.38000000,37578.20000000,37630.80000000,35321.18989000,2022-04-30 23:59:59.999,1354900532.13351140,1017369,16523.43017000,634076437.18730890,0
2022-05-01,37630.80000000,38675.00000000,37386.38000000,38468.35000000,38812.24104000,2022-05-01 23:59:59.999,1478259271.91387300,1021157,19551.11747000,744825800.81439740,0
2022-05-02,38468.35000000,39167.34000000,38052.00000000,38525.16000000,53200.92628000,2022-05-02 23:59:59.999,2058450718.29632340,1053893,27276.29561000,1055369693.13392710,0
2022-05-03,38525.16000000,38651.51000000,37517.80000000,37728.95000000,40316.45358000,2022-05-03 23:59:59.999,1539320434.26472350,1005131,20002.76343000,764016892.67450520,0
2022-05-04,37728.95000000,40023.77000000,37670.00000000,39690.00000000,62574.61736000,2022-05-04 23:59:59.999,2438553987.45354350,1238847,32968.16942000,1284541284.60213790,0
2022-05-05,39690.00000000,39845.51000000,35571.90000000,36552.97000000,88722.43355000,2022-05-05 23:59:59.999,3329684235.96395180,1979692,41786.44096000,1568954443.58516280,0
2022-05-06,36552.97000000,36675.63000000,35258.00000000,36013.77000000,68437.80187000,2022-05-06 23:59:59.999,2466507512.18202880,1214518,34536.42346000,1245062436.83763490,0
2022-05-07,36013.77000000,36146.30000000,34785.00000000,35472.39000000,34281.70682000,2022-05-07 23:59:59.999,1222539413.64009840,746488,15385.18829000,548855038.23563790,0
2022-05-08,35472.40000000,35514.22000000,33713.95000000,34038.40000000,72445.64344000,2022-05-08 23:59:59.999,2498365159.99458080,1301451,32350.03935000,1115547715.91452730,0
2022-05-09,34038.39000000,34243.15000000,30033.33000000,30076.31000000,191876.92642800,2022-05-09 23:59:59.999,6166367111.27572469,2564538,86538.96256900,2781053306.47254561,0
2022-05-10,30074.23000000,32658.99000000,29730.40000000,31017.10000000,165532.00311000,2022-05-10 23:59:59.999,5179856929.47992947,2470325,73691.19610600,2307177624.54194415,0
2022-05-11,31017.11000000,32162.59000000,27785.00000000,29103.94000000,207063.73927800,2022-05-11 23:59:59.999,6300295994.55313893,3559270,99622.11747500,3036296142.09820864,0
2022-05-12,29103.94000000,30243.00000000,26700.00000000,29029.75000000,204507.26313800,2022-05-12 23:59:59.999,5795451310.94557822,3951233,101465.27825700,2877462252.21222825,0
2022-05-13,29029.74000000,31083.37000000,28751.67000000,29287.05000000,97872.36957000,2022-05-13 23:59:59.999,2956855804.85611210,2051900,48827.72764000,1475641181.96274990,0
2022-05-14,29287.05000000,30343.27000000,28630.00000000,30086.74000000,51095.87863000,2022-05-14 23:59:59.999,1501483453.50089050,1204626,25908.17135000,761545954.19045650,0
2022-05-15,30086.74000000,31460.00000000,29480.00000000,31328.89000000,46275.66912000,2022-05-15 23:59:59.999,1401499926.23041760,1016769,24163.36200000,732332763.60944860,0
2022-05-16,31328.89000000,31328.90000000,29087.04000000,29874.01000000,73082.19658000,2022-05-16 23:59:59.999,2185567735.68206220,1561954,36284.05379000,1085179422.72193680,0
2022-05-17,29874.01000000,30788.37000000,29450.38000000,30444.93000000,56724.13307000,2022-05-17 23:59:59.999,1715109131.08020630,1175382,28600.36238000,865031716.54042880,0
2022-05-18,30444.93000000,30709.99000000,28654.47000000,28715.32000000,59749.15799000,2022-05-18 23:59:59.999,1762843836.12693780,1379212,29501.76769000,870623227.20705700,0
2022-05-19,28715.33000000,30545.18000000,28691.38000000,30319.23000000,67877.36415000,2022-05-19 23:59:59.999,2014360135.78527210,1860780,35339.65787000,1049163442.90203710,0
2022-05-20,30319.22000000,30777.33000000,28730.00000000,29201.01000000,60517.25325000,2022-05-20 23:59:59.999,1800589029.27087810,1694004,30890.40127000,919467696.61815910,0
2022-05-21,29201.01000000,29656.18000000,28947.28000000,29445.06000000,20987.13124000,2022-05-21 23:59:59.999,616194663.97921110,643486,10558.92886000,310046148.80258760,0
2022-05-22,29445.07000000,30487.99000000,29255.11000000,30293.94000000,36158.98748000,2022-05-22 23:59:59.999,1082530816.01624980,862880,18538.10071000,555044195.79738030,0
2022-05-23,30293.93000000,30670.51000000,28866.35000000,29109.15000000,63901.49932000,2022-05-23 23:59:59.999,1914305818.07451870,1328317,30476.66811000,913813980.95331840,0
2022-05-24,29109.14000000,29845.86000000,28669.00000000,29654.58000000,59442.96036000,2022-05-24 23:59:59.999,1740257602.30676980,946421,29480.07674000,863516681.51292810,0
2022-05-25,29654.58000000,30223.74000000,29294.21000000,29542.15000000,59537.38659000,2022-05-25 23:59:59.999,1771708175.07189140,985440,28846.96589000,858587338.50383790,0
2022-05-26,29542.14000000,29886.64000000,28019.56000000,29201.35000000,94581.65463000,2022-05-26 23:59:59.999,2759055410.39775190,1431112,45206.85416000,1319426335.71623620,0
2022-05-27,29201.35000000,29397.66000000,28282.90000000,28629.80000000,90998.52010000,2022-05-27 23:59:59.999,2626515958.50348980,1321406,43590.05398000,1258912486.70486010,0
2022-05-28,28629.81000000,29266.00000000,28450.00000000,29031.33000000,34479.35127000,2022-05-28 23:59:59.999,994674257.56792310,684423,17561.21465000,506633343.68004640,0
2022-05-29,29031.33000000,29587.78000000,28839.21000000,29468.10000000,27567.34764000,2022-05-29 23:59:59.999,804777532.64976050,635311,13735.42581000,401056725.56553910,0
2022-05-30,29468.10000000,32222.00000000,29299.62000000,31734.22000000,96785.94760000,2022-05-30 23:59:59.999,2980527582.46749530,1380410,45024.45633000,1384940691.96695780,0
2022-05-31,31734.23000000,32399.00000000,31200.01000000,31801.04000000,62433.11632000,2022-05-31 23:59:59.999,1981259117.01154660,1161340,30046.95511000,953574564.32611060,0
2022-06-01,31801.05000000,31982.97000000,29301.00000000,29805.83000000,103395.63382000,2022-06-01 23:59:59.999,3171191028.24973600,1404611,47614.81205000,1460767260.69629420,0
2022-06-02,29805.84000000,30689.00000000,29594.55000000,30452.62000000,56961.42928000,2022-06-02 23:59:59.999,1711652906.19189590,1086183,28555.06607000,858193492.40476920,0
2022-06-03,30452.63000000,30699.00000000,29282.36000000,29700.21000000,54067.44727000,2022-06-03 23:59:59.999,1615616950.71438090,993769,26583.25141000,794354787.34209400,0
2022-06-04,29700.21000000,29988.88000000,29485.00000000,29864.04000000,25617.90113000,2022-06-04 23:59:59.999,760874329.46631560,618037,12971.72460000,385358236.91577990,0
2022-06-05,29864.03000000,30189.00000000,29531.42000000,29919.21000000,23139.92810000,2022-06-05 23:59:59.999,691201528.16002580,604680,11753.51303000,351150600.78443810,0
2022-06-06,29919.20000000,31765.64000000,29890.23000000,31373.10000000,68836.92456000,2022-06-06 23:59:59.999,2149499896.93493760,1124745,34225.53913000,1068381827.98894340,0
2022-06-07,31373.10000000,31589.60000000,29218.96000000,31125.33000000,110674.51658000,2022-06-07 23:59:59.999,3347397952.73059020,1743957,54831.53114000,1661147413.25824640,0
2022-06-08,31125.32000000,31327.22000000,29843.88000000,30204.77000000,68542.61276000,2022-06-08 23:59:59.999,2087270428.34703920,1236327,32668.41005000,995180478.27453850,0
2022-06-09,30204.77000000,30700.00000000,29944.10000000,30109.93000000,46291.18650000,2022-06-09 23:59:59.999,1399839073.77450800,841562,23082.29251000,697948605.98846330,0
2022-06-10,30109.93000000,30382.80000000,28850.00000000,29091.88000000,76204.24980000,2022-06-10 23:59:59.999,2255866294.49488670,1258608,35502.20972000,1050877735.84477560,0
2022-06-11,29091.87000000,29440.41000000,28099.99000000,28424.70000000,65901.39895000,2022-06-11 23:59:59.999,1892007188.07560010,1084163,31848.33080000,914365117.83400940,0
2022-06-12,28424.71000000,28544.96000000,26560.00000000,26574.53000000,92474.59880900,2022-06-12 23:59:59.999,2551767136.32958524,1451271,43538.78641000,1201389150.89004560,0
2022-06-13,26574.53000000,26895.84000000,21925.77000000,22487.41000000,254611.03496600,2022-06-13 23:59:59.999,6192246037.40487339,3261484,121398.55613300,2953984191.51803855,0
2022-06-14,22485.27000000,23362.88000000,20846.00000000,22136.41000000,187201.64671000,2022-06-14 23:59:59.999,4136108699.02542765,2583151,92764.74286400,2051107738.63037860,0
2022-06-15,22136.42000000,22800.00000000,20111.62000000,22583.72000000,200774.49346700,2022-06-15 23:59:59.999,4249276481.25669716,2847831,98340.10221700,2083014439.19529060,0
2022-06-16,22583.72000000,22995.73000000,20232.00000000,20401.31000000,99673.59429000,2022-06-16 23:59:59.999,2130037160.06261080,1690477,48048.86237000,1027305936.81915560,0
2022-06-17,20400.60000000,21365.43000000,20246.66000000,20468.81000000,86694.33663000,2022-06-17 23:59:59.999,1796575392.55072060,1352992,43066.94445000,892584106.65741690,0
2022-06-18,20468.81000000,20792.06000000,17622.00000000,18970.79000000,196441.65552400,2022-06-18 23:59:59.999,3726639821.69615086,2467372,96560.04464900,1833514054.88934140,0
2022-06-19,18970.79000000,20815.95000000,17960.41000000,20574.00000000,128320.87595000,2022-06-19 23:59:59.999,2487561781.53598690,1950660,65871.82216000,1277952917.40811940,0
2022-06-20,20574.00000000,21090.00000000,19637.03000000,20573.89000000,109028.94154000,2022-06-20 23:59:59.999,2220396381.74265240,1639448,54047.82476000,1100883996.50035330,0
2022-06-21,20573.90000000,21723.00000000,20348.40000000,20723.52000000,104371.07490000,2022-06-21 23:59:59.999,2198596137.34328390,1515321,52193.33566000,1099446297.12286310,0
2022-06-22,20723.51000000,20900.00000000,19770.51000000,19987.99000000,92133.97938000,2022-06-22 23:59:59.999,1872204589.23758170,1394981,44907.30453000,912710764.73022530,0
2022-06-23,19988.00000000,21233.00000000,19890.07000000,21110.13000000,83127.08716000,2022-06-23 23:59:59.999,1710694866.45724490,1207858,42716.83721000,879244263.28301580,0
2022-06-24,21110.12000000,21558.41000000,20736.72000000,21237.69000000,77430.36622000,2022-06-24 23:59:59.999,1635129191.17025090,1309709,38582.36962000,815027131.32055680,0
2022-06-25,21237.68000000,21614.50000000,20906.62000000,21491.19000000,51431.67794000,2022-06-25 23:59:59.999,1093873137.97475200,874540,25240.18142000,536863288.46274870,0
2022-06-26,21491.18000000,21888.00000000,20964.73000000,21038.07000000,53278.10464000,2022-06-26 23:59:59.999,1139258367.16291490,885306,26051.16372000,557192553.72203980,0
2022-06-27,21038.08000000,21539.85000000,20510.00000000,20742.56000000,64475.00130000,2022-06-27 23:59:59.999,1354369225.84046490,1002214,31992.46040000,672191483.81067960,0
2022-06-28,20742.57000000,21212.10000000,20202.01000000,20281.29000000,63801.08320000,2022-06-28 23:59:59.999,1321862977.93154860,1064497,30490.78532000,631852171.75962620,0
2022-06-29,20281.28000000,20432.31000000,19854.92000000,20123.01000000,77309.04379000,2022-06-29 23:59:59.999,1556549790.00892410,1210636,37814.12159000,761473366.39085880,0
2022-06-30,20123.00000000,20179.08000000,18626.00000000,19942.21000000,93846.64806000,2022-06-30 23:59:59.999,1808994369.03144390,1438163,45447.98482000,876020577.34959570,0
2022-07-01,19942.21000000,20918.35000000,18975.00000000,19279.80000000,111844.59494000,2022-07-01 23:59:59.999,2197016369.96952880,1668363,56417.61783000,1108492421.95652620,0
